1;acousticEmission;201;0.077039326
1;acousticEmission;201;0.101152007
1;acousticEmission;201;0.043933232
1;acousticEmission;201;0.018297931
1;acousticEmission;201;0.081473577
1;acousticEmission;201;0.022162341
1;acousticEmission;201;0.024003721
1;acousticEmission;201;0.027058168
1;acousticEmission;201;0.024710805
1;acousticEmission;201;0.029873853
1;acousticEmission;201;0.02364263
1;acousticEmission;201;0.046747082
1;acousticEmission;201;0.021739205
1;acousticEmission;201;0.028394445
1;acousticEmission;201;0.029377224
1;acousticEmission;201;0.022219281
1;acousticEmission;201;0.020829423
1;acousticEmission;201;0.019989715
1;acousticEmission;201;0.064131071
1;acousticEmission;201;0.018611616
1;acousticEmission;201;0.071304193
1;acousticEmission;201;0.0254389
1;acousticEmission;201;0.02560563
1;acousticEmission;201;0.022029373
1;acousticEmission;201;0.03914121
1;acousticEmission;201;0.024051851
1;acousticEmission;201;0.024080885
1;acousticEmission;201;0.025448147
1;acousticEmission;201;0.021147637
1;acousticEmission;201;0.020148589
1;acousticEmission;201;0.032368466
1;acousticEmission;201;0.022909113
1;acousticEmission;201;0.038252536
1;acousticEmission;201;0.027634118
1;acousticEmission;201;0.024738697
1;acousticEmission;201;0.032930477
1;acousticEmission;201;0.026204622
1;acousticEmission;201;0.026957589
1;acousticEmission;201;0.018329491
1;acousticEmission;201;0.021124007
1;acousticEmission;201;0.023960707
1;acousticEmission;201;0.030288065
1;acousticEmission;201;0.022137711
1;acousticEmission;201;0.023979018
1;acousticEmission;201;0.017584666
1;acousticEmission;201;0.025376811
1;acousticEmission;201;0.025468478
1;acousticEmission;201;0.028881762
1;acousticEmission;201;0.037460853
1;acousticEmission;201;0.021756172
1;acousticEmission;201;0.020868809
1;acousticEmission;201;0.021128437
1;acousticEmission;201;0.026625139
1;accelerometer;404;0.029631522
1;acousticEmission;201;0.024684535
1;acousticEmission;201;0.028572578
1;acousticEmission;201;0.032133985
1;acousticEmission;201;0.020868828
1;acousticEmission;201;0.018407865
1;acousticEmission;201;0.02297883
1;acousticEmission;201;0.022266408
1;acousticEmission;201;0.017957646
1;acousticEmission;201;0.022908881
1;acousticEmission;201;0.023326497
1;acousticEmission;201;0.022403672
1;acousticEmission;201;0.023974744
1;acousticEmission;201;0.018916778
1;acousticEmission;201;0.01985557
1;acousticEmission;201;0.025700119
1;acousticEmission;201;0.025729122
1;acousticEmission;201;0.022709377
1;acousticEmission;201;0.023630375
1;acousticEmission;201;0.017687636
1;acousticEmission;201;0.023240096
1;acousticEmission;201;0.025839501
1;acousticEmission;201;0.024050789
