1;acousticEmission;201;0.164725328
1;acousticEmission;201;0.15019011
1;acousticEmission;201;0.100662579
1;acousticEmission;201;0.224557179
1;acousticEmission;201;0.267407228
1;acousticEmission;201;0.247959149
1;acousticEmission;201;0.221374645
1;acousticEmission;201;1.027758137
1;acousticEmission;201;1.1391973420000001
1;acousticEmission;201;1.206102597
1;acousticEmission;201;1.255765416
1;acousticEmission;201;1.236931421
1;acousticEmission;201;1.417092077
1;acousticEmission;201;1.112681619
1;acousticEmission;201;1.115781475
1;acousticEmission;201;1.074418601
1;acousticEmission;201;1.862231146
1;acousticEmission;201;1.8269125320000001
1;acousticEmission;201;1.032033562
1;acousticEmission;201;1.387956993
1;acousticEmission;201;2.094525894
1;acousticEmission;201;2.034913318
1;acousticEmission;201;1.195040561
1;acousticEmission;201;1.685957276
1;acousticEmission;201;1.515820789
1;acousticEmission;201;1.500023833
1;acousticEmission;201;1.9890268180000001
1;acousticEmission;201;2.200309782
1;acousticEmission;201;4.369280465
1;acousticEmission;201;4.497905895
1;acousticEmission;201;5.111649145
1;acousticEmission;201;6.00992082
1;acousticEmission;201;6.604971563
1;acousticEmission;201;8.472217797
1;accelerometer;201;8.45173953
1;acousticEmission;201;9.518705405
1;acousticEmission;201;12.268109457
1;acousticEmission;201;12.473799944
1;acousticEmission;201;12.509233256
1;acousticEmission;201;12.751301653
1;acousticEmission;201;13.131802187
1;acousticEmission;201;13.19645241
1;acousticEmission;201;13.009082136
1;acousticEmission;201;13.482174444
1;acousticEmission;201;13.940524633999999
1;acousticEmission;201;13.498952188
1;acousticEmission;201;13.796857577
1;acousticEmission;201;13.789198054
1;acousticEmission;201;14.03339889
1;acousticEmission;201;14.148239569
1;acousticEmission;201;14.38778492
1;acousticEmission;201;14.449366174
1;acousticEmission;201;14.22349055
1;acousticEmission;201;14.047317863
1;acousticEmission;201;14.474926342
1;acousticEmission;201;13.994288593
1;acousticEmission;201;15.195238543
1;acousticEmission;201;14.741878028
1;acousticEmission;201;16.063595988
1;acousticEmission;201;16.189548172
1;acousticEmission;201;16.464764257
1;acousticEmission;201;17.013855396
1;acousticEmission;201;16.179856297
1;acousticEmission;201;16.638032516
1;acousticEmission;201;16.827398642
1;acousticEmission;201;16.335121092
1;acousticEmission;201;17.88142631
1;acousticEmission;201;17.823149277
1;acousticEmission;201;18.336159926
1;acousticEmission;201;18.667148740000002
1;acousticEmission;201;17.713578663
1;acousticEmission;201;18.113874746
1;acousticEmission;201;18.285940821
1;acousticEmission;201;19.196178401
1;acousticEmission;201;19.696077351
1;acousticEmission;201;19.545480915
1;acousticEmission;201;19.918094327
1;acousticEmission;201;20.083993774
1;acousticEmission;201;20.264285004
1;acousticEmission;201;20.506359274
1;acousticEmission;201;20.47197129
1;acousticEmission;201;20.303597301
1;acousticEmission;201;20.611751158
1;acousticEmission;201;20.457094783
1;acousticEmission;201;20.087663434
1;acousticEmission;201;19.998156104
1;acousticEmission;201;20.218191156
1;acousticEmission;201;20.904564949
1;acousticEmission;201;20.17500902
1;acousticEmission;201;19.40998469
1;acousticEmission;201;19.575030091
1;acousticEmission;201;19.109656021
1;acousticEmission;201;18.606492714
1;acousticEmission;201;19.950565996
1;acousticEmission;201;20.863828076
1;acousticEmission;201;20.429447249
1;acousticEmission;201;19.425846222
1;acousticEmission;201;19.513198734
1;acousticEmission;201;18.992039944
1;acousticEmission;201;20.900304914
1;acousticEmission;201;18.899106312
1;acousticEmission;201;19.209997182
1;acousticEmission;201;19.392539218
1;acousticEmission;201;19.510607916
1;acousticEmission;201;18.350659205
1;acousticEmission;201;22.061975223
1;acousticEmission;201;18.401028869
1;acousticEmission;201;17.878414424
1;acousticEmission;201;17.597485277
1;acousticEmission;201;17.16342243
1;acousticEmission;201;17.211682579
1;acousticEmission;201;18.990162609
1;acousticEmission;201;18.565421751
1;acousticEmission;201;17.316860554
1;acousticEmission;201;19.537237434
1;acousticEmission;201;17.794006448
1;acousticEmission;201;21.893029842
1;acousticEmission;201;16.144861517
1;acousticEmission;201;21.442813539
1;acousticEmission;201;17.43621669
1;acousticEmission;201;15.997322206
1;acousticEmission;201;15.47177567
1;acousticEmission;201;17.186201455
1;acousticEmission;201;17.756773481
1;acousticEmission;201;18.003966365
1;acousticEmission;201;19.232598788
1;acousticEmission;201;16.25304773
1;acousticEmission;201;18.761013908
1;acousticEmission;201;16.212588179
1;acousticEmission;201;15.301860626
1;acousticEmission;201;22.227472334
1;acousticEmission;201;14.60165234
1;acousticEmission;201;14.267829849
1;acousticEmission;201;20.651022223
1;acousticEmission;201;14.584748245
1;acousticEmission;201;19.957827203
1;acousticEmission;201;18.065788909
1;acousticEmission;201;19.702295911
1;acousticEmission;201;14.282193669
1;acousticEmission;201;15.206403668
1;acousticEmission;201;22.758630747
1;acousticEmission;201;15.928894073
1;acousticEmission;201;14.935446223
1;acousticEmission;201;17.202109676
1;acousticEmission;201;16.937064803
1;acousticEmission;201;14.633224102
1;acousticEmission;201;18.353502557
1;acousticEmission;201;12.772146375
1;acousticEmission;201;15.481956999
1;acousticEmission;201;16.731645173
1;acousticEmission;201;18.086576154
1;acousticEmission;201;13.163567537
1;acousticEmission;201;13.203380236
1;acousticEmission;201;14.232143994
1;acousticEmission;201;16.142943231
1;acousticEmission;201;17.147770099
1;acousticEmission;201;18.295097474
1;acousticEmission;201;16.359128397
1;acousticEmission;201;12.145023076
1;acousticEmission;201;18.15402327
1;acousticEmission;201;12.576564022
1;acousticEmission;201;14.192378563
1;acousticEmission;201;18.033559521
1;acousticEmission;201;13.334650805
1;acousticEmission;201;13.133750142
1;acousticEmission;201;13.405397737
1;acousticEmission;201;10.586156041
1;acousticEmission;201;12.685984383
1;acousticEmission;201;13.248335209
1;acousticEmission;201;12.262886143
1;accelerometer;201;16.480902821
1;acousticEmission;201;13.689447666
1;acousticEmission;201;12.481732722
1;acousticEmission;201;15.796247432
1;acousticEmission;201;12.104574401
1;acousticEmission;201;16.676447888
1;acousticEmission;201;11.164084863
1;acousticEmission;201;11.857428678
1;acousticEmission;201;12.743720279
1;acousticEmission;201;11.526701496
1;acousticEmission;201;12.211820373
1;acousticEmission;201;12.930375238
1;acousticEmission;201;11.362123665
1;acousticEmission;201;11.875119857
1;acousticEmission;201;11.57113453
1;acousticEmission;201;11.776225583
1;acousticEmission;201;19.082845126
1;acousticEmission;201;18.127916366
1;acousticEmission;201;19.240437016
1;acousticEmission;201;16.101895435
1;acousticEmission;201;15.807109597
1;acousticEmission;201;16.058331762
1;acousticEmission;201;15.787602915
1;acousticEmission;201;11.728111795
1;acousticEmission;201;21.896225388
1;acousticEmission;201;15.796721751
1;acousticEmission;201;13.52064344
1;acousticEmission;201;12.075787022
1;acousticEmission;201;12.217336049
1;acousticEmission;201;15.357467314
